model,n_time,emb_unit,rnn_unit,drop_rate,learning,acc,loss,hit,map,ndcg,repl,n_epoch,n_train_c,n_val_c
1,12,1024,1000,0.8,0.0001,0.1300771534442901,0.8130496144294739,0.2725932167684853,0.164276509146473,0.2073177288409777,5,31,19083,4747
2,8,256,400,0.8,0.0001,0.1540310382843017,1.415061116218567,0.299119032985044,0.1779911010967906,0.2232329135099816,1,41,18949,4881
2,8,256,400,0.8,0.0001,0.1488448232412338,1.527968168258667,0.2977551884794578,0.1770821794729059,0.2210949553568957,2,45,19108,4722
2,8,256,400,0.8,0.0001,0.1562409251928329,1.3743942975997925,0.2992159355795719,0.1804467472675814,0.2238120245525261,3,44,19111,4719
2,8,256,400,0.8,0.0001,0.1486505270004272,1.406259298324585,0.2971746751907609,0.1791528959067255,0.2237092879960433,4,44,18981,4849
2,8,256,400,0.8,0.0001,0.1476763784885406,1.4008939266204834,0.290495867768595,0.1755075228201892,0.2190238596527503,5,46,18990,4840
2,8,256,600,0.8,0.0001,0.1548551023006439,1.4228127002716064,0.2964556443351772,0.1778741739064925,0.2222488981758413,1,34,18949,4881
2,8,256,600,0.8,0.0001,0.1491855829954147,1.5326827764511108,0.2986022871664548,0.1761761453534401,0.2190422551963845,2,32,19108,4722
2,8,256,600,0.8,0.0001,0.1539912968873977,1.379822850227356,0.296037296037296,0.1765735663734057,0.220177998102015,3,33,19111,4719
2,8,256,600,0.8,0.0001,0.1470506340265274,1.4135627746582031,0.2946999381315735,0.177121652747097,0.2201796045835606,4,33,18981,4849
2,8,256,600,0.8,0.0001,0.1450168043375015,1.40558660030365,0.2950413223140496,0.1738339056131321,0.2185552709770872,5,35,18990,4840
2,8,256,800,0.8,0.0001,0.1462868303060531,1.4200395345687866,0.2808572017308881,0.1639271876356405,0.2052607752295314,1,27,18977,4853
2,8,256,800,0.8,0.0001,0.1376310288906097,1.4667586088180542,0.2872112917023097,0.1708868365711028,0.2142293349865365,2,28,19154,4676
2,8,256,800,0.8,0.0001,0.1459015309810638,1.4706807136535645,0.2944875288199539,0.1758645249419865,0.2192644532421939,3,28,19059,4771
2,8,256,800,0.8,0.0001,0.1386084258556366,1.4785823822021484,0.2917700578990901,0.1706751458672999,0.2150766618370769,4,26,18994,4836
2,8,256,800,0.8,0.0001,0.1459126472473144,1.4591631889343262,0.2999792401909902,0.1753806315095153,0.2201333929990069,5,26,19013,4817
2,8,256,1000,0.8,0.0001,0.1420172154903412,1.4274475574493408,0.2769420976715434,0.1627735551299878,0.2045307878696634,1,22,18977,4853
2,8,256,1000,0.8,0.0001,0.1367039829492569,1.4748876094818115,0.2855004277159966,0.172533554276512,0.2147859933599447,2,24,19154,4676
2,8,256,1000,0.8,0.0001,0.1464586704969406,1.4735310077667236,0.2871515405575351,0.1746734678474623,0.2160127440052719,3,22,19059,4771
2,8,256,1000,0.8,0.0001,0.1383336782455444,1.4863739013671875,0.2878411910669975,0.1699195372565185,0.2145477299739308,4,22,18994,4836
2,8,256,1000,0.8,0.0001,0.1481276452541351,1.468916416168213,0.2954120822088437,0.1780330213609122,0.2197832038030993,5,24,19013,4817
2,8,512,400,0.8,0.0001,0.1530684381723404,1.4119303226470947,0.2982124079915878,0.1792300589772048,0.2231989899636509,1,44,19075,4755
2,8,512,400,0.8,0.0001,0.1424347013235092,1.4829494953155518,0.303835440325691,0.1768664043540224,0.2234405887441627,2,42,19163,4667
2,8,512,400,0.8,0.0001,0.1552198827266693,1.442438006401062,0.3068906848149723,0.1840468152477455,0.2293760217173723,3,45,19128,4702
2,8,512,400,0.8,0.0001,0.1425159722566604,1.4610439538955688,0.2976744186046511,0.1760329100692961,0.2203103753200179,4,44,19100,4730
2,8,512,400,0.8,0.0001,0.1538408100605011,1.4454535245895386,0.3004399748585795,0.1798882549116551,0.2264910137577024,5,44,19057,4773
2,8,512,600,0.8,0.0001,0.1515837162733078,1.4127620458602903,0.3009463722397476,0.178092670693925,0.2223837106498193,1,34,19075,4755
2,8,512,600,0.8,0.0001,0.1433499902486801,1.484598159790039,0.3008356545961003,0.1771069478067962,0.2229813077978173,2,34,19163,4667
2,8,512,600,0.8,0.0001,0.1529611051082611,1.442775011062622,0.3062526584432156,0.1824535640287749,0.2279959361333038,3,34,19128,4702
2,8,512,600,0.8,0.0001,0.1420243084430694,1.4641021490097046,0.3023255813953488,0.1771453174428552,0.2240427120432748,4,35,19100,4730
2,8,512,600,0.8,0.0001,0.1515509039163589,1.4479771852493286,0.3048397234443746,0.1799607290427365,0.2276161762822424,5,34,19057,4773
2,8,512,800,0.8,0.0001,0.1438874304294586,1.4312543869018557,0.2919044599450433,0.1777409450548971,0.2212423731033994,1,27,19099,4731
2,8,512,800,0.8,0.0001,0.1445596516132354,1.4746053218841553,0.298324478953821,0.1766316577682946,0.2232634253716569,2,28,18936,4894
2,8,512,800,0.8,0.0001,0.151161178946495,1.4417428970336914,0.3061054386330485,0.1867456480581183,0.2313255722519576,3,28,19031,4799
2,8,512,800,0.8,0.0001,0.1506699472665786,1.48897385597229,0.2944862155388471,0.1805084878364296,0.2237375613856751,4,27,19042,4788
2,8,512,800,0.8,0.0001,0.1517831683158874,1.43499755859375,0.3021321961620469,0.1791853929225618,0.2242179324249898,5,29,19140,4690
2,8,512,1000,0.8,0.0001,0.1445945054292678,1.4360125064849854,0.2933840625660537,0.1781640833767624,0.2208180585161579,1,24,19099,4731
2,8,512,1000,0.8,0.0001,0.145569622516632,1.4802693128585815,0.2954638332652227,0.1757547133141308,0.2215307428505585,2,24,18936,4894
2,8,512,1000,0.8,0.0001,0.1496314853429794,1.4450103044509888,0.3044384246718066,0.1848888805130575,0.2303229593585169,3,25,19031,4799
2,8,512,1000,0.8,0.0001,0.1495761573314666,1.4949764013290403,0.295530492898914,0.1808270426963299,0.2243666123062273,4,24,19042,4788
2,8,512,1000,0.8,0.0001,0.1507132649421692,1.4380996227264404,0.2948827292110874,0.177428805035712,0.2218574696764311,5,24,19140,4690
2,8,1024,400,0.8,0.0001,0.1460121870040893,1.4327151775360107,0.2910203189862355,0.1749645732515645,0.2200754622428745,1,43,19253,4577
2,8,1024,400,0.8,0.0001,0.1507352888584137,1.4718884229660034,0.2932949403537638,0.17714631568956,0.220112923051144,2,43,18968,4862
2,8,1024,400,0.8,0.0001,0.1476829797029495,1.4525681734085083,0.2885111876075731,0.1759071790015975,0.2186323234252385,3,44,19182,4648
2,8,1024,400,0.8,0.0001,0.1487694978713989,1.428596258163452,0.2909015886115123,0.1727319406537379,0.216611465628066,4,44,18983,4847
2,8,1024,400,0.8,0.0001,0.1501821428537368,1.4807283878326416,0.3033284488172493,0.1755762028694169,0.2229717798076332,5,43,19053,4777
2,8,1024,600,0.8,0.0001,0.1482133716344833,1.433739185333252,0.2883985143106838,0.1772737093049197,0.2208716872412952,1,33,19253,4577
2,8,1024,600,0.8,0.0001,0.1493736356496811,1.4718846082687378,0.299876593994241,0.1791127548542817,0.2228601652988402,2,33,18968,4862
2,8,1024,600,0.8,0.0001,0.1447957307100296,1.4567655324935913,0.2938898450946643,0.1742635748559351,0.2186665033606923,3,35,19182,4648
2,8,1024,600,0.8,0.0001,0.1468284279108047,1.4295129776000977,0.2950278522797607,0.1726098639003657,0.2195280669510218,4,34,18983,4847
2,8,1024,600,0.8,0.0001,0.1501821428537368,1.4804805517196655,0.2932803014444212,0.1750817066050713,0.2212755636790145,5,33,19053,4777
2,8,1024,800,0.8,0.0001,0.1420983672142028,1.4437298774719238,0.3066611672509796,0.1797753654637747,0.2281028016716872,1,29,18981,4849
2,8,1024,800,0.8,0.0001,0.1445527821779251,1.467575192451477,0.2862627986348123,0.1702511298409844,0.2144630806024482,2,29,19142,4688
2,8,1024,800,0.8,0.0001,0.1561945378780365,1.4439873695373535,0.2950575202386025,0.1818630480306229,0.2243758103946342,3,28,19136,4694
2,8,1024,800,0.8,0.0001,0.1477337479591369,1.4285403490066528,0.3122095479509928,0.1869661167233585,0.2350116926129863,4,28,19096,4734
2,8,1024,800,0.8,0.0001,0.1529494822025299,1.451659917831421,0.3063215952481968,0.1842180102038754,0.2311701790571373,5,29,19116,4714
2,8,1024,1000,0.8,0.0001,0.1408567279577255,1.4484931230545044,0.3045988863683234,0.1795467236240192,0.2287091659579739,1,25,18981,4849
2,8,1024,1000,0.8,0.0001,0.1439875662326812,1.4707391262054443,0.2834897610921502,0.168158592029631,0.2130613417490961,2,25,19142,4688
2,8,1024,1000,0.8,0.0001,0.1527866572141647,1.4476171731948853,0.3003834682573498,0.1794245625983677,0.2242251662307368,3,25,19136,4694
2,8,1024,1000,0.8,0.0001,0.148588940501213,1.430273413658142,0.3105196451204056,0.1870823778966705,0.2351864176311277,4,24,19096,4734
2,8,1024,1000,0.8,0.0001,0.1525962501764297,1.4570300579071045,0.3050487908358082,0.1837127578807066,0.2296195863245185,5,25,19116,4714
2,10,256,400,0.8,0.0001,0.1519825309514999,1.0410635471343994,0.2964451967837495,0.1813039490986908,0.2245262910832078,1,44,19104,4726
2,10,256,400,0.8,0.0001,0.1453328132629394,1.0526949167251587,0.3009627459187944,0.1792401856855714,0.2232549618503456,2,40,19052,4778
2,10,256,400,0.8,0.0001,0.1417255848646164,1.0616964101791382,0.2922527818601722,0.1723900351492412,0.2173137990683525,3,43,19067,4763
2,10,256,400,0.8,0.0001,0.1536796540021896,1.0293365716934204,0.3019730010384216,0.1843280221336657,0.2275609361089193,4,42,19015,4815
2,10,256,400,0.8,0.0001,0.1446400433778762,1.038652420043945,0.3060713540580012,0.1797954259393044,0.2249335709600146,5,43,19037,4793
2,10,256,600,0.8,0.0001,0.1502614617347717,1.0477582216262815,0.2958104104951333,0.1807170647098707,0.223504357724341,1,33,19104,4726
2,10,256,600,0.8,0.0001,0.1425758153200149,1.058873414993286,0.2957304311427375,0.1777629180179829,0.2226009553984409,2,31,19052,4778
2,10,256,600,0.8,0.0001,0.1402199566364288,1.0680092573165894,0.2916229267268528,0.1689102601711097,0.2138442200432369,3,31,19067,4763
2,10,256,600,0.8,0.0001,0.1524334251880645,1.035090684890747,0.3023883696780893,0.1814443229132958,0.2249840870273664,4,33,19015,4815
2,10,256,600,0.8,0.0001,0.1429978907108307,1.0450266599655151,0.2987690381806802,0.1787137992886476,0.2227706758089715,5,32,19037,4793
2,10,256,800,0.8,0.0001,0.1399946063756942,1.038103699684143,0.2912146351840034,0.171859354006646,0.2161157520096612,1,26,19129,4701
2,10,256,800,0.8,0.0001,0.1422861218452453,1.0794682502746582,0.2933721171826304,0.1757972378717184,0.2205641918475529,2,26,19017,4813
2,10,256,800,0.8,0.0001,0.1411812007427215,1.031641960144043,0.2875734676742233,0.1699811802752737,0.2136170526751765,3,27,19066,4764
2,10,256,800,0.8,0.0001,0.146144688129425,1.0568969249725342,0.2858349166138906,0.1696864389432972,0.2127441667732745,4,26,19093,4737
2,10,256,800,0.8,0.0001,0.1452046036720276,1.1024621725082395,0.2886942010846892,0.174254283695531,0.2145494802784603,5,26,19036,4794
2,10,256,1000,0.8,0.0001,0.1371609717607498,1.0454280376434326,0.2856838970431823,0.1696404654287935,0.2131391776150933,1,21,19129,4701
2,10,256,1000,0.8,0.0001,0.1400941312313079,1.0858224630355835,0.2865156866819032,0.1725730566282618,0.2162523976340697,2,21,19017,4813
2,10,256,1000,0.8,0.0001,0.1378293186426162,1.0363227128982544,0.2766582703610411,0.1641094495763513,0.2052240775753802,3,21,19066,4764
2,10,256,1000,0.8,0.0001,0.1459463089704513,1.063146948814392,0.2837238758708043,0.1698836396660932,0.2118281094474574,4,20,19093,4737
2,10,256,1000,0.8,0.0001,0.1450127810239792,1.110492467880249,0.2834793491864831,0.1748133088102847,0.2135852560383035,5,21,19036,4794
2,10,512,400,0.8,0.0001,0.1613893806934356,0.995908796787262,0.3152476946171992,0.1869497938474599,0.2355350370302358,1,42,19167,4663
2,10,512,400,0.8,0.0001,0.144666314125061,1.0275976657867432,0.2943044674994707,0.1737372171987233,0.2188114987263847,2,42,19107,4723
2,10,512,400,0.8,0.0001,0.1430949419736862,1.0776175260543823,0.300477277443453,0.1759226470598174,0.2224041555617044,3,43,19011,4819
2,10,512,400,0.8,0.0001,0.1453008204698562,1.0329186916351318,0.2822966507177033,0.1661270342912941,0.2081995299279949,4,43,19023,4807
2,10,512,400,0.8,0.0001,0.1493621170520782,1.0403927564620972,0.3066471571906354,0.1809933568494986,0.2288177785421445,5,41,19046,4784
2,10,512,600,0.8,0.0001,0.1618670672178268,0.9992675185203552,0.3075273429122882,0.1855716691381938,0.2310838909684267,1,34,19167,4663
2,10,512,600,0.8,0.0001,0.1437282264232635,1.02969229221344,0.2938810078340038,0.1728846752751496,0.2186806581140005,2,32,19107,4723
2,10,512,600,0.8,0.0001,0.1414303034543991,1.0793325901031494,0.2984021581240921,0.1752187362687629,0.221127074352929,3,33,19011,4819
2,10,512,600,0.8,0.0001,0.1441866606473922,1.0364012718200684,0.2802163511545663,0.1665406520909912,0.2089030287413367,4,33,19023,4807
2,10,512,600,0.8,0.0001,0.1479227989912033,1.0413397550582886,0.3129180602006689,0.182945363537291,0.2312380017153116,5,34,19046,4784
2,10,512,800,0.8,0.0001,0.1469992846250534,1.0495599508285522,0.3014414038019636,0.1779000039414922,0.2240785255720347,1,27,19043,4787
2,10,512,800,0.8,0.0001,0.1452271193265915,1.0184663534164429,0.3039154754505904,0.1817130175122755,0.2267868927162427,2,27,19003,4827
2,10,512,800,0.8,0.0001,0.1401109546422958,1.0906975269317627,0.2918060200668896,0.1747531162021268,0.2191963609048991,3,28,19046,4784
2,10,512,800,0.8,0.0001,0.1381085813045501,1.0763697624206543,0.3088235294117647,0.1783037964612115,0.2268291226046299,4,27,19070,4760
2,10,512,800,0.8,0.0001,0.1527704447507858,1.0166339874267578,0.3026947984123668,0.1801672533376968,0.2238607414246927,5,26,19043,4787
2,10,512,1000,0.8,0.0001,0.1482400596141815,1.0552157163619995,0.2987257154794234,0.1789641563657686,0.2240710815282878,1,24,19043,4787
2,10,512,1000,0.8,0.0001,0.1454904526472091,1.02311110496521,0.2995649471721566,0.1794458508930559,0.2229277122508456,2,23,19003,4827
2,10,512,1000,0.8,0.0001,0.142368733882904,1.093441128730774,0.2869983277591973,0.1757167047721397,0.218623866158193,3,23,19046,4784
2,10,512,1000,0.8,0.0001,0.1371309459209442,1.0793766975402832,0.305672268907563,0.1780009600336775,0.227535762038928,4,23,19070,4760
2,10,512,1000,0.8,0.0001,0.1510554105043411,1.0214699506759644,0.3020681011071652,0.1785456255374544,0.2252115777892769,5,23,19043,4787
2,10,1024,400,0.8,0.0001,0.1459921151399612,1.05410897731781,0.3047300125575554,0.1790840671508499,0.2255359890468405,1,40,19052,4778
2,10,1024,400,0.8,0.0001,0.1532252728939056,1.0186820030212402,0.3119057461761058,0.1850549667870571,0.2303797323607485,2,43,18992,4838
2,10,1024,400,0.8,0.0001,0.1560869812965393,1.0161505937576294,0.3151269468743332,0.190256635636015,0.2384777270687329,3,43,19143,4687
2,10,1024,400,0.8,0.0001,0.1484536081552505,1.0151275396347046,0.3017169179229481,0.1818298431418455,0.2265423728890575,4,42,19054,4776
2,10,1024,400,0.8,0.0001,0.1513276100158691,1.0166804790496826,0.3033778148457047,0.180416721945024,0.2275048980394967,5,40,19034,4796
2,10,1024,600,0.8,0.0001,0.1463863402605056,1.0539358854293823,0.3055671829217246,0.1802096866622082,0.2269717432639404,1,34,19052,4778
2,10,1024,600,0.8,0.0001,0.1540783494710922,1.0206507444381714,0.3075651095494006,0.1848100712747385,0.2308416401701883,2,33,18992,4838
2,10,1024,600,0.8,0.0001,0.1559514999389648,1.018750786781311,0.3102197567740559,0.1894535727005206,0.2353788589596039,3,33,19143,4687
2,10,1024,600,0.8,0.0001,0.1501163989305496,1.0157546997070312,0.3050670016750418,0.1848350808517596,0.2303630335974524,4,34,19054,4776
2,10,1024,600,0.8,0.0001,0.1500632166862487,1.0161497592926023,0.3021267723102585,0.1823024865196556,0.2280350070674537,5,32,19034,4796
2,10,1024,800,0.8,0.0001,0.143303632736206,1.0576707124710083,0.3015704584040747,0.1785562121233971,0.2239752434501573,1,28,19118,4712
2,10,1024,800,0.8,0.0001,0.1413824707269668,1.0477746725082395,0.2839941872534772,0.170372018220984,0.2149788780779108,2,28,19013,4817
2,10,1024,800,0.8,0.0001,0.1450149118900299,1.082631230354309,0.3060625131109712,0.1792982265027646,0.2249512537740642,3,29,19063,4767
2,10,1024,800,0.8,0.0001,0.1461075395345688,1.036108136177063,0.2986577181208054,0.1797566192779071,0.223224729728013,4,28,19062,4768
2,10,1024,800,0.8,0.0001,0.1466404795646667,1.0228304862976074,0.3012793176972281,0.1792909374759635,0.2260027204088547,5,28,19140,4690
2,10,1024,1000,0.8,0.0001,0.1409097015857696,1.0618079900741575,0.3007215619694397,0.1777414039811414,0.2239804006682547,1,24,19118,4712
2,10,1024,1000,0.8,0.0001,0.1421011388301849,1.0501314401626587,0.2850321777039651,0.1715185199014563,0.2154475491665914,2,24,19013,4817
2,10,1024,1000,0.8,0.0001,0.1444963067770004,1.0830498933792114,0.303545206628907,0.1796847747467283,0.2255198186156138,3,25,19063,4767
2,10,1024,1000,0.8,0.0001,0.1453138440847396,1.0384761095046997,0.2967701342281879,0.1800035025463725,0.223704839115877,4,24,19062,4768
2,10,1024,1000,0.8,0.0001,0.1444053053855896,1.027048945426941,0.3076759061833689,0.1782315545647798,0.2276321002915833,5,25,19140,4690
2,12,256,400,0.8,0.0001,0.1410600244998932,0.7689907550811768,0.3006686167989971,0.1736945114063814,0.2213211522747907,1,41,19044,4786
2,12,256,400,0.8,0.0001,0.1437611281871795,0.841340959072113,0.3013293943870014,0.1755451871455399,0.2195504887890516,2,42,19091,4739
2,12,256,400,0.8,0.0001,0.1434364914894104,0.8145583868026733,0.2910510764035458,0.1755680961876556,0.2183676005432236,3,43,19092,4738
2,12,256,400,0.8,0.0001,0.1429203301668167,0.7904738783836365,0.3032460732984293,0.1751602239714263,0.2224454826332209,4,43,19055,4775
2,12,256,400,0.8,0.0001,0.1452205926179886,0.7851496934890747,0.2941053073211663,0.1745887408205942,0.2185202071422559,5,41,19063,4767
2,12,256,600,0.8,0.0001,0.1428480148315429,0.7740888595581055,0.2998328458002507,0.175976145707627,0.2217009595521668,1,32,19044,4786
2,12,256,600,0.8,0.0001,0.1414265483617782,0.8467779755592346,0.2960540198354083,0.1738734987903261,0.2182383945209961,2,31,19091,4739
2,12,256,600,0.8,0.0001,0.1424382328987121,0.8184370398521423,0.2916842549598987,0.1743095410532751,0.2167120343864674,3,31,19092,4738
2,12,256,600,0.8,0.0001,0.1405193656682968,0.7957255244255066,0.2971727748691099,0.1716878802771045,0.2183354295508633,4,30,19055,4775
2,12,256,600,0.8,0.0001,0.1457276940345764,0.7911696434020996,0.2945248584015104,0.1772562421135625,0.2208911044668858,5,32,19063,4767
2,12,256,800,0.8,0.0001,0.1425537317991256,0.7941188812255859,0.2917816946273094,0.1694427661866833,0.2143420579574917,1,24,19121,4709
2,12,256,800,0.8,0.0001,0.139043241739273,0.775934100151062,0.2883333333333333,0.1712523943750966,0.2175130631403068,2,25,19030,4800
2,12,256,800,0.8,0.0001,0.1390445083379745,0.8047002553939819,0.2908824759514847,0.1726546512578986,0.2166578880672172,3,24,19048,4782
2,12,256,800,0.8,0.0001,0.1394233703613281,0.8218440413475037,0.2872651356993737,0.1724350315050676,0.2146464322012388,4,26,19040,4790
2,12,256,800,0.8,0.0001,0.1416865438222885,0.8262362480163574,0.2936672185430463,0.1764444720574235,0.2211235347585348,5,24,18998,4832
2,12,256,1000,0.8,0.0001,0.142875537276268,0.7996256947517395,0.2913569760033977,0.1679735871226938,0.2126392863376861,1,20,19121,4709
2,12,256,1000,0.8,0.0001,0.138596162199974,0.7810714244842529,0.2883333333333333,0.1708770800045472,0.2159177502219845,2,21,19030,4800
2,12,256,1000,0.8,0.0001,0.1389815509319305,0.809814989566803,0.2904642409033877,0.1731321246363628,0.2166279227303415,3,20,19048,4782
2,12,256,1000,0.8,0.0001,0.135624885559082,0.8264529705047607,0.2835073068893528,0.1677230886443191,0.2100961707828769,4,19,19040,4790
2,12,256,1000,0.8,0.0001,0.1414419412612915,0.8314119577407837,0.2911837748344371,0.1741911327948622,0.2184490528721692,5,19,18998,4832
2,12,512,400,0.8,0.0001,0.1523388177156448,0.7670775651931763,0.3063138153782038,0.1846132079450974,0.2299664340138671,1,40,19031,4799
2,12,512,400,0.8,0.0001,0.1413056701421737,0.8203752040863037,0.3103662321539416,0.1847291653073978,0.2322766230016036,2,41,18997,4833
2,12,512,400,0.8,0.0001,0.149990975856781,0.8287975788116455,0.3068017366136035,0.1803526163719954,0.227468069910483,3,39,18993,4837
2,12,512,400,0.8,0.0001,0.1483945250511169,0.7629278898239136,0.30394819302277,0.1807381726323379,0.2264909275071544,4,41,19043,4787
2,12,512,400,0.8,0.0001,0.1484546810388565,0.7427021861076355,0.2873180873180873,0.1706540033957276,0.2133750085559088,5,42,19020,4810
2,12,512,600,0.8,0.0001,0.150126427412033,0.7690105438232422,0.3098562200458429,0.1840051519941776,0.2298884763335742,1,32,19031,4799
2,12,512,600,0.8,0.0001,0.1419157981872558,0.8244415521621704,0.3126422511897372,0.1850131741550165,0.2314783107221826,2,32,18997,4833
2,12,512,600,0.8,0.0001,0.1490885019302368,0.8298423886299133,0.3053545586107091,0.1809941391828643,0.2259378081537128,3,31,18993,4837
2,12,512,600,0.8,0.0001,0.147754892706871,0.7659876942634583,0.3031125966158345,0.1805778676088634,0.2274333448311925,4,31,19043,4787
2,12,512,600,0.8,0.0001,0.1479374170303344,0.7444745302200317,0.2925155925155925,0.1716592839238113,0.2155798124993613,5,34,19020,4810
2,12,512,800,0.8,0.0001,0.1420687884092331,0.7559006214141846,0.2990226658348929,0.176580836017187,0.2233444912357687,1,27,19021,4809
2,12,512,800,0.8,0.0001,0.1424453258514404,0.8096152544021606,0.2943037974683544,0.1743072585086488,0.2217705650227429,2,27,19090,4740
2,12,512,800,0.8,0.0001,0.1454835683107376,0.8005304336547852,0.304421768707483,0.1782583951040151,0.2255530075787313,3,27,19126,4704
2,12,512,800,0.8,0.0001,0.1512870341539383,0.7907452583312988,0.3083960154502947,0.1837269989666997,0.2308768477563017,4,27,18911,4919
2,12,512,800,0.8,0.0001,0.1472484767436981,0.8021138906478882,0.3005852842809364,0.1825492186063692,0.225728487475046,5,27,19046,4784
2,12,512,1000,0.8,0.0001,0.1416196078062057,0.7586011290550232,0.2952796839259721,0.1755307577617575,0.2211590451630073,1,23,19021,4809
2,12,512,1000,0.8,0.0001,0.1424453258514404,0.8117242455482483,0.290928270042194,0.1731817634591524,0.2170884954246157,2,22,19090,4740
2,12,512,1000,0.8,0.0001,0.1445260196924209,0.8044279217720032,0.3014455782312925,0.1761971309995948,0.2235910749041867,3,24,19126,4704
2,12,512,1000,0.8,0.0001,0.1480087488889694,0.7957751154899597,0.306363081927221,0.1803808463210279,0.2280115420315193,4,24,18911,4919
2,12,512,1000,0.8,0.0001,0.146058976650238,0.8054651618003845,0.3001672240802676,0.1812664179822317,0.2247054398946871,5,23,19046,4784
2,12,1024,400,0.8,0.0001,0.1409610360860824,0.8481667041778564,0.296875,0.1691447343525035,0.2161168420924588,1,41,19094,4736
2,12,1024,400,0.8,0.0001,0.1608832776546478,0.7629150152206421,0.3168955472326258,0.1910503449773973,0.2374691268758561,2,42,19024,4806
2,12,1024,400,0.8,0.0001,0.1478317081928253,0.7570987343788147,0.3050739957716702,0.1787790582190828,0.2253347575190031,3,40,19100,4730
2,12,1024,400,0.8,0.0001,0.1549832224845886,0.7849655151367188,0.3053533190578158,0.1887601472259907,0.2323830611440409,4,40,19160,4670
2,12,1024,400,0.8,0.0001,0.1484789848327636,0.8063601851463318,0.290073145245559,0.1761577187707609,0.2184438781827366,5,40,19045,4785
2,12,1024,600,0.8,0.0001,0.140530914068222,0.8499845266342163,0.2949746621621621,0.1698453239133266,0.2160428826716752,1,33,19094,4736
2,12,1024,600,0.8,0.0001,0.160063087940216,0.7637171149253845,0.3137744486059093,0.1906239910006729,0.2361284416529193,2,33,19024,4806
2,12,1024,600,0.8,0.0001,0.1459546983242035,0.7572401165962219,0.3078224101479915,0.1773312421429064,0.2259388935247859,3,32,19100,4730
2,12,1024,600,0.8,0.0001,0.1533049345016479,0.7854827642440796,0.310492505353319,0.1888203787577134,0.2338483798773755,4,32,19160,4670
2,12,1024,600,0.8,0.0001,0.148416519165039,0.8076560497283936,0.2940438871473354,0.1761997245757206,0.2195133693757885,5,31,19045,4785
2,12,1024,800,0.8,0.0001,0.1526628732681274,0.816535472869873,0.311383464894059,0.1838135448176741,0.2314554133572182,1,27,19016,4814
2,12,1024,800,0.8,0.0001,0.1453240066766739,0.8106725215911865,0.3023401587964898,0.1784076019406768,0.226755417705863,2,28,19044,4786
2,12,1024,800,0.8,0.0001,0.1534482687711715,0.7763951420783997,0.3057538849223015,0.1915193768885455,0.2341449983822864,3,28,19068,4762
2,12,1024,800,0.8,0.0001,0.1480642110109329,0.7972618341445923,0.3064107971320118,0.1842055150300063,0.2296197215876149,4,28,19088,4742
2,12,1024,800,0.8,0.0001,0.1472454369068145,0.7928301692008972,0.3098063710181137,0.1848217374281291,0.2323300064956291,5,27,19027,4803
2,12,1024,1000,0.8,0.0001,0.1513145864009857,0.8176245093345642,0.3088907353552139,0.1834115438899232,0.231137081583709,1,24,19016,4814
2,12,1024,1000,0.8,0.0001,0.1442718356847763,0.812066376209259,0.3048474717927288,0.1788463163662646,0.2267044364771803,2,24,19044,4786
2,12,1024,1000,0.8,0.0001,0.1528097093105316,0.7778230905532837,0.3053338933221335,0.1890055510636093,0.2330304818910774,3,23,19068,4762
2,12,1024,1000,0.8,0.0001,0.145860880613327,0.7987205982208252,0.3019822859552931,0.1825194627859914,0.2276507965282755,4,24,19088,4742
