model,n_time,emb_unit,rnn_unit,drop_rate,learning,acc,loss,hit,map,ndcg,repl,n_epoch,n_train_c,n_val_c
2,12,1024,1000,0.8,0.0001,0.1468057036399841,0.7955910563468933,0.3021028523839267,0.1823592180311956,0.229347054195237,5,24,19027,4803
3,8,256,400,0.8,0.0001,0.1539579778909683,1.3792932033538818,0.3047598535429679,0.1812254178243562,0.2268217599006173,1,43,19187,4643
3,8,256,400,0.8,0.0001,0.1524256020784378,1.41339910030365,0.319633730834753,0.188066066502609,0.2373096312358681,2,44,19134,4696
3,8,256,400,0.8,0.0001,0.1544646620750427,1.3973000049591064,0.3115514333895446,0.1811068471889342,0.2292698886949971,3,45,19086,4744
3,8,256,400,0.8,0.0001,0.1559405922889709,1.3972991704940796,0.3159890457130819,0.1835700202897492,0.2309659262382212,4,45,19083,4747
3,8,256,400,0.8,0.0001,0.1509838998317718,1.4086880683898926,0.3091219824823755,0.1833892300752769,0.2283873052356224,5,44,19149,4681
3,8,256,600,0.8,0.0001,0.1539579778909683,1.380695939064026,0.3049752315313375,0.1804183878350256,0.2260724379188391,1,33,19187,4643
3,8,256,600,0.8,0.0001,0.1516442894935608,1.4140747785568235,0.3194207836456559,0.18608854098987,0.2367616404072459,2,34,19134,4696
3,8,256,600,0.8,0.0001,0.1539709419012069,1.398997783660889,0.3157672849915683,0.181694762565026,0.2312717020273907,3,34,19086,4744
3,8,256,600,0.8,0.0001,0.1538189500570297,1.399120569229126,0.3119865178007162,0.1817968188987104,0.2287749004666928,4,34,19083,4747
3,8,256,600,0.8,0.0001,0.149194985628128,1.4112434387207031,0.3093356120487075,0.1821406499384484,0.2289367824479878,5,35,19149,4681
3,8,256,800,0.8,0.0001,0.1518499702215194,1.3857840299606323,0.3023906956709024,0.1782483007204433,0.2242131391590552,1,26,19187,4643
3,8,256,800,0.8,0.0001,0.149939626455307,1.418379783630371,0.3158006814310051,0.1830260922119286,0.2328407903405957,2,28,19134,4696
3,8,256,800,0.8,0.0001,0.1534066796302795,1.4048702716827393,0.3128161888701518,0.1815685937942617,0.2303313801120666,3,28,19086,4744
3,8,256,800,0.8,0.0001,0.1540311127901077,1.4043376445770264,0.3115651990730988,0.1826328142881096,0.2300647263415269,4,27,19083,4747
3,8,256,800,0.8,0.0001,0.1479069739580154,1.41533362865448,0.3097628711813715,0.1810837697628085,0.2277887034655473,5,28,19149,4681
3,8,256,1000,0.8,0.0001,0.1510503739118576,1.3934732675552368,0.3060521214731854,0.1780573536317645,0.2241820152855323,1,24,19187,4643
3,8,256,1000,0.8,0.0001,0.1493003815412521,1.4242101907730105,0.3151618398637138,0.1840818427291718,0.2333459143179322,2,24,19134,4696
3,8,256,1000,0.8,0.0001,0.1505148857831955,1.4096345901489258,0.3062816188870151,0.1810330635189657,0.2291001277377885,3,24,19086,4744
3,8,256,1000,0.8,0.0001,0.1521216332912445,1.4080740213394165,0.3077733305245418,0.1800649805758705,0.2272441462432283,4,23,19083,4747
3,8,256,1000,0.8,0.0001,0.1485509872436523,1.4203944206237793,0.3080538346507157,0.1824543613653864,0.2288827137584081,5,24,19149,4681
3,8,512,400,0.8,0.0001,0.148193821310997,1.413619875907898,0.3029583243359965,0.1844923047688702,0.2286950749931985,1,44,19199,4631
3,8,512,400,0.8,0.0001,0.1464856117963791,1.3897972106933594,0.2961967755270773,0.1733025083515734,0.217487013857749,2,45,18992,4838
3,8,512,400,0.8,0.0001,0.1453738212585449,1.3846356868743896,0.3039154754505904,0.1757274145241068,0.2246108735144089,3,43,19003,4827
3,8,512,400,0.8,0.0001,0.1423117667436599,1.4041762351989746,0.307450816241105,0.1745983875861025,0.2237004354146118,4,42,19052,4778
3,8,512,400,0.8,0.0001,0.1481560617685318,1.404371738433838,0.3060965283657917,0.1763291663680758,0.2250478705325979,5,44,19106,4724
3,8,512,600,0.8,0.0001,0.14739590883255,1.413633942604065,0.3061973655797884,0.1841364243565255,0.2291835260663166,1,34,19199,4631
3,8,512,600,0.8,0.0001,0.1447970122098922,1.3893495798110962,0.3015708970649028,0.1738296188060663,0.2202034654676937,2,33,18992,4838
3,8,512,600,0.8,0.0001,0.1460080295801162,1.3845374584197998,0.3059871555831779,0.1763724299410031,0.2241130894023078,3,34,19003,4827
3,8,512,600,0.8,0.0001,0.1421703845262527,1.4031282663345337,0.3110087902888238,0.1777670751925658,0.2261552630352827,4,34,19052,4778
3,8,512,600,0.8,0.0001,0.1507190614938736,1.401256442070007,0.3069432684165961,0.1774062919167999,0.2255744929032155,5,33,19106,4724
3,8,512,800,0.8,0.0001,0.1467430740594864,1.4151604175567627,0.3092204707406608,0.1830802308025064,0.2296717745322216,1,28,19199,4631
3,8,512,800,0.8,0.0001,0.1440230756998062,1.389714598655701,0.3038445638693675,0.1738143309776053,0.2212550175201525,2,28,18992,4838
3,8,512,800,0.8,0.0001,0.1443168222904205,1.3861440420150757,0.308473171742283,0.1729855381686367,0.223481059064335,3,28,19003,4827
3,8,512,800,0.8,0.0001,0.1411099284887313,1.4053072929382324,0.3107994976977815,0.1758105679932386,0.2258408118904659,4,28,19052,4778
3,8,512,800,0.8,0.0001,0.1479424685239792,1.4033455848693848,0.3060965283657917,0.1765801590566952,0.2247168534723975,5,29,19106,4724
3,8,512,1000,0.8,0.0001,0.1481212824583053,1.4182281494140625,0.3115957676527748,0.1833672421032273,0.230053586588089,1,25,19199,4631
3,8,512,1000,0.8,0.0001,0.1430380642414093,1.3930730819702148,0.2966101694915254,0.1707483159566018,0.2167119893554262,2,24,18992,4838
3,8,512,1000,0.8,0.0001,0.1441054195165634,1.3902194499969482,0.3041226434638492,0.17331169619091,0.2224596199600594,3,25,19003,4827
3,8,512,1000,0.8,0.0001,0.1401201784610748,1.4074853658676147,0.3097530347425701,0.1737490229675857,0.2240808940117453,4,24,19052,4778
3,8,512,1000,0.8,0.0001,0.148725613951683,1.4074889421463013,0.3094834885690093,0.1757384216181498,0.2237688309751663,5,25,19106,4724
3,8,1024,400,0.8,0.0001,0.1564131528139114,1.442466139793396,0.3132709485325393,0.1867425148562105,0.2330320749242188,1,42,19128,4702
3,8,1024,400,0.8,0.0001,0.1499220579862594,1.4116520881652832,0.3061525495153814,0.1786125008799898,0.2255152430224593,2,43,19084,4746
3,8,1024,400,0.8,0.0001,0.1482607424259185,1.4144788980484009,0.3122895622895623,0.1792770059830418,0.2293510721308833,3,44,19078,4752
3,8,1024,400,0.8,0.0001,0.1599971801042556,1.4445745944976809,0.3136044283585267,0.1899423589816922,0.2355717095497509,4,43,19133,4697
3,8,1024,400,0.8,0.0001,0.1522102952003479,1.4409010410308838,0.3144772679656401,0.1885332243322381,0.2371407999652137,5,43,19057,4773
3,8,1024,600,0.8,0.0001,0.1564131528139114,1.4421111345291138,0.3134836239897915,0.1874045654033883,0.2343605012699731,1,33,19128,4702
3,8,1024,600,0.8,0.0001,0.1497803628444671,1.4068535566329956,0.3120522545301306,0.1774973093570863,0.2259559793064588,2,33,19084,4746
3,8,1024,600,0.8,0.0001,0.1488970518112182,1.4142104387283323,0.3093434343434343,0.1808142116366584,0.2295296165685572,3,35,19078,4752
3,8,1024,600,0.8,0.0001,0.1592235714197158,1.4412181377410889,0.3161592505854801,0.1893784175809922,0.237031129115868,4,33,19133,4697
3,8,1024,600,0.8,0.0001,0.1517919450998306,1.4384961128234863,0.3169914100146658,0.1905946656675652,0.2392360431444544,5,33,19057,4773
3,8,1024,800,0.8,0.0001,0.1565542519092559,1.4425616264343262,0.3124202467035304,0.1861493174298442,0.2332358993932577,1,27,19128,4702
3,8,1024,800,0.8,0.0001,0.1509139835834503,1.4105905294418335,0.3088916982722292,0.1789060842950529,0.2268891219845569,2,28,19084,4746
3,8,1024,800,0.8,0.0001,0.1479072421789169,1.414629340171814,0.3114478114478115,0.1802454263681523,0.23025851910209,3,29,19078,4752
3,8,1024,800,0.8,0.0001,0.1586609482765197,1.4417860507965088,0.3133915265062806,0.1889882747082951,0.2355431793718318,4,28,19133,4697
3,8,1024,800,0.8,0.0001,0.1516524851322174,1.4381908178329468,0.3205531112507856,0.1925301838191535,0.2415457810078457,5,28,19057,4773
3,8,1024,1000,0.8,0.0001,0.1578241884708404,1.444521427154541,0.3094427903019991,0.1861159040308731,0.2317071711735625,1,24,19128,4702
3,8,1024,1000,0.8,0.0001,0.1477965116500854,1.4153715372085571,0.3078381795195954,0.176649560488428,0.2243663318850646,2,25,19084,4746
3,8,1024,1000,0.8,0.0001,0.1491091698408126,1.4158868789672852,0.3141835016835017,0.18224171339858,0.2320024357024144,3,25,19078,4752
3,8,1024,1000,0.8,0.0001,0.1573950350284576,1.445664644241333,0.3161592505854801,0.1897503636163235,0.2358175785081733,4,25,19133,4697
3,8,1024,1000,0.8,0.0001,0.1500488072633743,1.4420673847198486,0.320134087575948,0.1905715143151246,0.2402435278904398,5,25,19057,4773
3,10,256,400,0.8,0.0001,0.14885875582695,1.0322439670562744,0.3205560235888795,0.1826167187355279,0.2327534742473792,1,44,19082,4748
3,10,256,400,0.8,0.0001,0.1524189859628677,1.0489503145217896,0.3225873544093178,0.1907025055396032,0.2400093707861903,2,41,19022,4808
3,10,256,400,0.8,0.0001,0.1525445580482483,1.038416862487793,0.3116076970825574,0.1856631402273015,0.2310482223064028,3,43,18997,4833
3,10,256,400,0.8,0.0001,0.1552582085132599,0.973607063293457,0.3188405797101449,0.1877089617999947,0.2354970095767767,4,44,19069,4761
3,10,256,400,0.8,0.0001,0.1530189663171768,1.0190106630325315,0.3186743148502231,0.1883085805145026,0.2367690047972175,5,42,19123,4707
3,10,256,600,0.8,0.0001,0.1479986757040023,1.033569097518921,0.3167649536647009,0.1826827215538223,0.2311226027148452,1,31,19082,4748
3,10,256,600,0.8,0.0001,0.1505507975816726,1.0530925989151,0.3215474209650582,0.1897811625988236,0.2377916676102557,2,33,19022,4808
3,10,256,600,0.8,0.0001,0.1494445949792862,1.0387656688690186,0.3107800537968135,0.1828768367855055,0.2307667427980466,3,31,18997,4833
3,10,256,600,0.8,0.0001,0.1542495936155319,0.9742688536643982,0.320310859063222,0.1854521156929854,0.2335766162106107,4,32,19069,4761
3,10,256,600,0.8,0.0001,0.1528185904026031,1.0218967199325562,0.3203739111960909,0.1879176446317328,0.2366987638275309,5,32,19123,4707
3,10,256,800,0.8,0.0001,0.1465431749820709,1.0386497974395752,0.3188711036225779,0.1825905355289573,0.232634066624006,1,27,19082,4748
3,10,256,800,0.8,0.0001,0.1504863798618316,1.056697964668274,0.3211314475873544,0.188680293976775,0.2368342301291555,2,27,19022,4808
3,10,256,800,0.8,0.0001,0.1497675031423568,1.043480634689331,0.3105731429753776,0.1835884750781466,0.2297562211495767,3,27,18997,4833
3,10,256,800,0.8,0.0001,0.1524341106414795,0.9780853986740112,0.3209409787859693,0.1856075661621303,0.2336061417088874,4,26,19069,4761
3,10,256,800,0.8,0.0001,0.1507480591535568,1.0264099836349487,0.3201614616528574,0.1860519175378526,0.237105786006929,5,26,19123,4707
3,10,256,1000,0.8,0.0001,0.1460139006376266,1.0417962074279783,0.3184498736310025,0.1806872870952893,0.2303812755917355,1,22,19082,4748
3,10,256,1000,0.8,0.0001,0.1490046977996826,1.0621033906936646,0.3150998336106489,0.185526732333654,0.2337799042127481,2,23,19022,4808
3,10,256,1000,0.8,0.0001,0.1500904113054275,1.0483454465866089,0.3058141940823505,0.1819234530858182,0.2282841414207977,3,22,18997,4833
3,10,256,1000,0.8,0.0001,0.1518961787223816,0.984254777431488,0.3209409787859693,0.183353351048742,0.2325156142948559,4,23,19069,4761
3,10,256,1000,0.8,0.0001,0.149545818567276,1.0296289920806885,0.3159124707881878,0.1843724373214575,0.233099405546145,5,22,19123,4707
3,10,512,400,0.8,0.0001,0.1481160372495651,0.9877724051475524,0.305254378648874,0.1761332286079029,0.2238203492280516,1,42,19034,4796
3,10,512,400,0.8,0.0001,0.1549795418977737,0.97722727060318,0.3193884051815672,0.1842563650273939,0.2339328999487652,2,44,19121,4709
3,10,512,400,0.8,0.0001,0.1465380489826202,1.0431184768676758,0.3065987693613409,0.180225803577532,0.2280573042873503,3,41,19117,4713
3,10,512,400,0.8,0.0001,0.1566895395517349,0.9757488369941713,0.3148577449947313,0.1838220051632249,0.2312120372820814,4,42,19085,4745
3,10,512,400,0.8,0.0001,0.1426724791526794,1.0060664415359497,0.3063063063063063,0.1786353430168853,0.2270333640258527,5,42,19168,4662
3,10,512,600,0.8,0.0001,0.1473824679851532,0.9874131083488464,0.3079649708090075,0.1776300647577539,0.2267719495098393,1,33,19034,4796
3,10,512,600,0.8,0.0001,0.1551159620285034,0.9774172306060792,0.3159906561902739,0.1853124961914814,0.2335874794527399,2,33,19121,4709
3,10,512,600,0.8,0.0001,0.1451506316661834,1.0451022386550903,0.3091449183110545,0.1806274124329662,0.2289482650362756,3,34,19117,4713
3,10,512,600,0.8,0.0001,0.1549908220767974,0.9758535623550416,0.3169652265542677,0.1832516074071876,0.233225964870609,4,33,19085,4745
3,10,512,600,0.8,0.0001,0.1423322856426239,1.0044173002243042,0.311025311025311,0.1799538974507648,0.2304095414322476,5,32,19168,4662
3,10,512,800,0.8,0.0001,0.1459819972515106,0.9902856945991516,0.3090075062552126,0.1755842253526971,0.2256652621178712,1,28,19034,4796
3,10,512,800,0.8,0.0001,0.1534106433391571,0.9780183434486388,0.319600764493523,0.1841984716141689,0.2349166502569258,2,27,19121,4709
3,10,512,800,0.8,0.0001,0.1434989422559738,1.045180082321167,0.3068109484404838,0.1790389160250799,0.2274984160019595,3,27,19117,4713
3,10,512,800,0.8,0.0001,0.1531562209129333,0.9781153202056884,0.3207586933614331,0.181706300350686,0.2323357936935884,4,27,19085,4745
3,10,512,800,0.8,0.0001,0.1437610536813736,1.0073668956756592,0.3116688116688116,0.1807330510817171,0.2300359550948487,5,27,19168,4662
3,10,512,1000,0.8,0.0001,0.1457152366638183,0.9906944632530212,0.3096330275229357,0.1778735258816056,0.2266071752338067,1,23,19034,4796
3,10,512,1000,0.8,0.0001,0.1525238752365112,0.982193648815155,0.3189636865576555,0.1861592617022819,0.2361298056240788,2,24,19121,4709
3,10,512,1000,0.8,0.0001,0.1438292860984802,1.0488300323486328,0.307659664757055,0.1784828990669961,0.2275282049194245,3,23,19117,4713
3,10,512,1000,0.8,0.0001,0.1509818583726883,0.9817994236946106,0.3184404636459431,0.1809642942139186,0.2319277397216137,4,25,19085,4745
3,10,512,1000,0.8,0.0001,0.1410395950078964,1.0116362571716309,0.3078078078078078,0.1784953873622238,0.2271036462367056,5,25,19168,4662
3,10,1024,400,0.8,0.0001,0.1432746648788452,1.0290216207504272,0.2953444280598272,0.1736199920526051,0.2193537200559442,1,42,19083,4747
3,10,1024,400,0.8,0.0001,0.1476174890995025,1.05182945728302,0.3181239388794567,0.1849377276638696,0.2343192075835485,2,44,19118,4712
3,10,1024,400,0.8,0.0001,0.1503694355487823,1.0218009948730469,0.3046792293034088,0.1824017887226782,0.2265987465304844,3,43,19107,4723
3,10,1024,400,0.8,0.0001,0.1514505445957183,1.0380027294158936,0.3158549222797927,0.1884720017199206,0.2376529357129047,4,42,19005,4825
3,10,1024,400,0.8,0.0001,0.1522054970264434,1.0086215734481812,0.3096814232519652,0.1862334462625182,0.2324743132849216,5,42,18996,4834
3,10,1024,600,0.8,0.0001,0.144735962152481,1.0275115966796875,0.3001895934274278,0.174798052715416,0.2214143106992415,1,33,19083,4747
3,10,1024,600,0.8,0.0001,0.1507722586393356,1.0491009950637815,0.3208828522920203,0.1876000774530877,0.2366278279331834,2,33,19118,4712
3,10,1024,600,0.8,0.0001,0.1510350853204727,1.0206000804901123,0.3093372856235443,0.1839133942391568,0.2293778280212728,3,33,19107,4723
3,10,1024,600,0.8,0.0001,0.1514505445957183,1.038482427597046,0.3158549222797927,0.1889735756053071,0.2383052180125023,4,33,19005,4825
3,10,1024,600,0.8,0.0001,0.155573159456253,1.007288932800293,0.3160943318163012,0.1904198376058003,0.2351371858947143,5,33,18996,4834
3,10,1024,800,0.8,0.0001,0.1418797671794891,1.0308910608291626,0.3006109121550453,0.172441120404956,0.2186103596778265,1,29,19083,4747
3,10,1024,800,0.8,0.0001,0.1502464711666107,1.0518343448638916,0.3179117147707979,0.1868167728533956,0.2362362464348447,2,28,19118,4712
3,10,1024,800,0.8,0.0001,0.1503694355487823,1.020869493484497,0.3095490154562778,0.1859837192957459,0.2308336918379536,3,27,19107,4723
3,10,1024,800,0.8,0.0001,0.1499644666910171,1.0392509698867798,0.3204145077720207,0.189063181519052,0.240252846017015,4,28,19005,4825
3,10,1024,800,0.8,0.0001,0.1543845683336258,1.009498953819275,0.3148531237070749,0.188397509042369,0.2359625493963645,5,28,18996,4834
3,10,1024,1000,0.8,0.0001,0.1411491185426712,1.03127920627594,0.3006109121550453,0.1719517169649518,0.2194514092785601,1,24,19083,4747
3,10,1024,1000,0.8,0.0001,0.1480775624513626,1.052762746810913,0.316213921901528,0.1875510859820647,0.2372992338868445,2,24,19118,4712
3,10,1024,1000,0.8,0.0001,0.1482393592596054,1.024545669555664,0.3133601524454795,0.1826589270908667,0.2314312398910637,3,24,19107,4723
3,10,1024,1000,0.8,0.0001,0.1489952802658081,1.0397512912750244,0.3185492227979274,0.1871551002295001,0.2375441048555315,4,24,19005,4825
3,10,1024,1000,0.8,0.0001,0.1526016891002655,1.0116134881973269,0.3125775755068266,0.1884318966301707,0.2341080602489426,5,24,18996,4834
3,12,256,400,0.8,0.0001,0.1513688564300537,0.739707887172699,0.3179095228258624,0.1790076629313512,0.2294395701499332,1,42,18989,4841
3,12,256,400,0.8,0.0001,0.1432774662971496,0.779654324054718,0.3140848071595994,0.1784523694129282,0.2291323604896724,2,41,19137,4693
3,12,256,400,0.8,0.0001,0.1419374942779541,0.8014614582061768,0.311078348778433,0.1800151663970242,0.228114736138586,3,43,19082,4748
3,12,256,400,0.8,0.0001,0.1460291892290115,0.7992727160453796,0.3158554418216002,0.1795686057960661,0.2304191540994214,4,43,19043,4787
3,12,256,400,0.8,0.0001,0.1499533206224441,0.7850867509841919,0.3311092577147623,0.1951312331738843,0.2460992841752387,5,42,19034,4796
3,12,256,600,0.8,0.0001,0.1486374884843826,0.7430281043052673,0.3224540384218137,0.1792341443969326,0.2301037565716799,1,32,18989,4841
3,12,256,600,0.8,0.0001,0.1435972899198532,0.7826529741287231,0.312806307266141,0.1780462037523227,0.2275516815453778,2,33,19137,4693
3,12,256,600,0.8,0.0001,0.1424999982118606,0.8032816052436829,0.3169755686604886,0.1811348792287157,0.2305676090229743,3,33,19082,4748
3,12,256,600,0.8,0.0001,0.1450395882129669,0.8003417253494263,0.3154376436181324,0.1800313794564141,0.2305066815580994,4,31,19043,4787
3,12,256,600,0.8,0.0001,0.1475879251956939,0.7878965735435486,0.3336113427856547,0.1943951371220162,0.247281185140344,5,31,19034,4796
3,12,256,800,0.8,0.0001,0.1485700160264969,0.7791562080383301,0.3236386138613861,0.1847450535244856,0.2349674166169389,1,24,18982,4848
3,12,256,800,0.8,0.0001,0.1516720503568649,0.7823136448860168,0.3219611848825332,0.1817583083073398,0.2333257548003396,2,26,18935,4895
3,12,256,800,0.8,0.0001,0.1447302103042602,0.790626049041748,0.3197538722681943,0.1827175335195114,0.233876752294826,3,25,19117,4713
3,12,256,800,0.8,0.0001,0.1471151411533355,0.7563585042953491,0.3078362086884224,0.1795973868243028,0.226444423467989,4,25,19019,4811
3,12,256,800,0.8,0.0001,0.140290692448616,0.8109005093574524,0.3116474291710388,0.1769335356307735,0.2284593300017415,5,25,19065,4765
3,12,256,1000,0.8,0.0001,0.1480128765106201,0.7829163074493408,0.3207508250825082,0.1841927864483366,0.233689081346704,1,21,18982,4848
3,12,256,1000,0.8,0.0001,0.1504537910223007,0.786350667476654,0.318896833503575,0.1798359214417333,0.2298701559588252,2,22,18935,4895
3,12,256,1000,0.8,0.0001,0.1438477039337158,0.795076847076416,0.3167833651601952,0.1827285989784044,0.2319706844860104,3,22,19117,4713
3,12,256,1000,0.8,0.0001,0.1463492512702942,0.7611659169197083,0.3051340677613802,0.17864914880333,0.224901198910039,4,23,19019,4811
3,12,256,1000,0.8,0.0001,0.1392302364110946,0.8158151507377625,0.3116474291710388,0.1761073141256383,0.2271207736949277,5,22,19065,4765
3,12,512,400,0.8,0.0001,0.1527242362499237,0.7341116666793823,0.3163499686782209,0.1882995570097139,0.2361362452971137,1,42,19041,4789
3,12,512,400,0.8,0.0001,0.145995482802391,0.7719826698303223,0.3110555902560899,0.180672353457044,0.2288084601169991,2,41,19027,4803
3,12,512,400,0.8,0.0001,0.1550474017858505,0.8011067509651184,0.3182105929520996,0.1879885412529449,0.2357356585026767,3,42,19091,4739
3,12,512,400,0.8,0.0001,0.1488016247749328,0.7785938382148743,0.3140931114388035,0.1841094794701963,0.2331935630067447,4,39,19083,4747
3,12,512,400,0.8,0.0001,0.1521220505237579,0.7888818979263306,0.3217758985200846,0.1852890093962167,0.237033845697719,5,42,19100,4730
3,12,512,600,0.8,0.0001,0.1547802686691284,0.7340397238731384,0.3194821465859261,0.1895620875728152,0.236819414195342,1,32,19041,4789
3,12,512,600,0.8,0.0001,0.1455561071634292,0.7722348570823669,0.3158442640016656,0.1821879779967363,0.2299716236919027,2,32,19027,4803
3,12,512,600,0.8,0.0001,0.1540558934211731,0.8022221922874451,0.3198987128086094,0.1884988566666671,0.2364183139553738,3,33,19091,4739
3,12,512,600,0.8,0.0001,0.1481059938669204,0.7788519263267517,0.3126184958921424,0.1827889832507872,0.231688594908541,4,33,19083,4747
3,12,512,600,0.8,0.0001,0.1520592719316482,0.788922131061554,0.321353065539112,0.1873353296417659,0.2376181324063111,5,31,19100,4730
3,12,512,800,0.8,0.0001,0.1489281505346298,0.7721832394599915,0.3173903922802601,0.1844419010953351,0.2333208212084142,1,27,19063,4767
3,12,512,800,0.8,0.0001,0.1413807868957519,0.7727018594741821,0.3087641357027463,0.1732379326997649,0.2226126867677547,2,28,18878,4952
3,12,512,800,0.8,0.0001,0.1445499211549759,0.7586418986320496,0.3194036119277614,0.1781125387454942,0.2290620620538151,3,27,19068,4762
3,12,512,800,0.8,0.0001,0.1515207439661026,0.7982009649276733,0.31625,0.185039722605754,0.2339956153673084,4,26,19030,4800
3,12,512,800,0.8,0.0001,0.1469414085149765,0.7526038885116577,0.3208263069139966,0.1834637554529866,0.2355398055394662,5,27,19086,4744
3,12,512,1000,0.8,0.0001,0.1477965712547302,0.7757071852684021,0.31529263687854,0.1841377697864197,0.2328683726099407,1,24,19063,4767
3,12,512,1000,0.8,0.0001,0.1413807868957519,0.7745466828346252,0.3031098546042003,0.1728765957042161,0.2205121913875961,2,23,18878,4952
3,12,512,1000,0.8,0.0001,0.1444225013256073,0.7612142562866211,0.3126837463250735,0.1773965172096244,0.227556131135846,3,23,19068,4762
3,12,512,1000,0.8,0.0001,0.1494930833578109,0.799835741519928,0.319375,0.1861566904681504,0.2351626826371683,4,23,19030,4800
3,12,512,1000,0.8,0.0001,0.1467482298612594,0.7536739110946655,0.3214586846543001,0.1844792713786922,0.2361440617654139,5,23,19086,4744
3,12,1024,400,0.8,0.0001,0.1430299878120422,0.8019329905509949,0.3118507525969896,0.1802092614218376,0.2292181779832501,1,41,19113,4717
3,12,1024,400,0.8,0.0001,0.1374136060476303,0.7792667746543884,0.3126662574176386,0.1776502603614529,0.2261382246062506,2,41,18943,4887
3,12,1024,400,0.8,0.0001,0.1455444246530532,0.7581585049629211,0.3103664921465968,0.1833964135711743,0.2305830111901654,3,42,19055,4775
3,12,1024,400,0.8,0.0001,0.1543169617652893,0.7160179018974304,0.3145412939463283,0.186275647421891,0.2336881439994511,4,41,19023,4807
3,12,1024,400,0.8,0.0001,0.147095650434494,0.7635976672172546,0.3319579121105838,0.1875510013316364,0.2393201348769971,5,42,18983,4847
3,12,1024,600,0.8,0.0001,0.145768329501152,0.8005631566047668,0.3141827432690269,0.181200829088681,0.2315963770507595,1,31,19113,4717
3,12,1024,600,0.8,0.0001,0.1387211233377456,0.7788603901863098,0.3112338858195211,0.1794896625865692,0.2278706434946724,2,32,18943,4887
3,12,1024,600,0.8,0.0001,0.1441961973905563,0.7585148811340332,0.3143455497382199,0.1843376256261025,0.2329891984279903,3,33,19055,4775
3,12,1024,600,0.8,0.0001,0.1556192189455032,0.7158559560775757,0.3164135635531516,0.1884451054186674,0.2345006076147942,4,32,19023,4807
3,12,1024,600,0.8,0.0001,0.1474086195230484,0.7630510926246643,0.3282442748091603,0.1871981539311912,0.2391559695828144,5,32,18983,4847
3,12,1024,800,0.8,0.0001,0.1541805863380432,0.7738109827041626,0.3184287505223568,0.188852887221169,0.2350942338355249,1,27,19044,4786
3,12,1024,800,0.8,0.0001,0.1513392031192779,0.7595488429069519,0.3052997749130345,0.1861037432786044,0.2332064358025674,2,27,18943,4887
3,12,1024,800,0.8,0.0001,0.1417130678892135,0.7847418189048767,0.3065979381443299,0.1782097813084537,0.2245923020659777,3,27,18980,4850
3,12,1024,800,0.8,0.0001,0.1528863161802292,0.7888635993003845,0.3096500530222693,0.1865249932475439,0.2318731836112688,4,27,19115,4715
3,12,1024,800,0.8,0.0001,0.1446811258792877,0.7839322686195374,0.3220663265306122,0.187693450585976,0.237058304744952,5,27,19126,4704
3,12,1024,1000,0.8,0.0001,0.1517232656478881,0.7767770886421204,0.3161303802758044,0.1861889228044256,0.2331292059552352,1,24,19044,4786
3,12,1024,1000,0.8,0.0001,0.1499656587839126,0.7621859312057495,0.3050951503990178,0.1845121811831052,0.2325208401047695,2,24,18943,4887
3,12,1024,1000,0.8,0.0001,0.1435274928808212,0.7878014445304871,0.3037113402061855,0.1777077057868847,0.2238775907596842,3,24,18980,4850
3,12,1024,1000,0.8,0.0001,0.1516889333724975,0.7909440398216248,0.3083775185577943,0.1862916460138784,0.2318819959154641,4,24,19115,4715
